LOCATION;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021
TJK;408.838413523407;526.643288270494;715.8657062687;676.12351106337;749.552412285997;847.382432066315;969.296103880894;1048.22560182624;1104.17235837941;978.404981180605;807.10258610434;848.672379903239;853.218873401321;890.544402355733;859.137961121368;
TKM;2136.47210126331;2600.36875786979;3904.46530148983;4036.45680478876;4439.20212759739;5649.96210595541;6675.17805486958;7304.28577118881;7962.24492480061;6432.68532538494;6387.68257527254;6587.09260439788;6967.37504258806;7612.03518009452;;
TLA;5823.47431453832;6812.63938457997;7861.80773097761;7279.33152900341;8991.18189604422;10139.3334557011;10123.5750856337;10262.03864756;10350.5936721774;8482.30122131137;8186.78813467787;9037.22154892315;8743.52788324258;8525.42186054549;7035.75307488449;
TLS;446.466529652108;523.73763493981;614.435754973338;676.619075367267;806.41434929681;936.448595612108;1024.1725080803;1210.03565458064;1232.45033563734;1332.79185551378;1353.75493422806;1299.49463507231;1249.13835051953;1583.71357646622;1442.73073825015;
TMN;3014.58621589106;3633.92655557969;4408.55493747874;4221.60168416303;4771.68019275829;4641.09495067682;4949.08914718206;4488.01301714676;4339.05451671168;3813.93669030623;3794.44956816618;3677.60855157959;3446.05690469067;3447.243891381;3015.70355079971;
TON;2873.0766372279;2910.14512180299;3331.54655465772;3006.60634375505;3527.95234170016;4002.81377065344;4581.78324469272;4428.14652130855;4354.24436028041;4336.23960272654;4157.87724876095;4513.4325306349;4740.70027224476;4903.01213835449;4624.82344882844;
TSA;774.863798619305;959.305126399097;959.461249363055;1041.98021072851;1257.49950821449;1368.94510161531;1366.05942528266;1383.31690853854;1496.01499570463;1543.0481307214;1652.25180081923;1867.44396793317;1894.00888357406;1959.52584479156;1823.71291162955;
TSS;1242.02425642332;1400.8850087147;1548.93138523168;1441.83890294023;1655.48619894749;1807.29959244263;1828.30557742638;1892.84763577628;1909.03322849849;1688.32725146016;1529.43925636502;1589.37001328992;1627.11035991953;1630.12737786282;1501.15292114677;
TTO;14102.5932894722;16539.8907485461;21204.0081810259;14514.2406135579;16683.3930629542;19034.1207062684;19157.4597728795;20143.5454060659;20270.933769027;18214.460619356;16250.6286879928;16173.7400502023;17037.8623561897;16637.1629387697;15425.6351094785;
TUN;3369.92444259929;3776.33204636461;4307.58002263066;4128.46395929364;4344.64192043549;4479.93032727613;4361.68773551236;4444.81651141181;4544.01663230398;4094.83628744518;3924.36334591653;3687.77746085503;3680.89259713943;3574.65402418454;3521.59194808639;
TUR;8101.85692374776;9791.88245001167;10941.172146426;9103.47405061243;10742.7749787626;11420.5554558378;11795.6334567571;12614.7816100386;12157.9904337823;11006.2795239649;10894.6033779275;10589.667724687;9454.34844272271;9121.51516673708;8536.43331960632;
TUV;2263.57594838734;2645.10950457756;2936.52154743431;2602.61944445905;3024.76177363717;3643.1216084556;3506.30814357351;3457.37626610981;3398.3967498045;3197.77225194394;3253.89953558627;3574.06528751804;3701.70925450693;4055.89560959738;4143.10975263011;
TZA;485.49744948822;552.839501616627;687.390445540348;695.216843291099;743.403663887825;781.433895673281;867.857498923481;970.399601430411;1030.0776484553;947.933351658407;966.503016569611;1004.90658838695;1042.8387560513;1085.88486002476;1076.46970642052;
UGA;349.217100086696;403.66374462353;474.517949634028;799.965896332768;822.539372481212;832.569078212946;790.131450583483;810.090395013891;883.528744499125;847.267628934656;736.559847412133;746.830752928351;770.600784343292;798.585734133959;822.027681531666;
UKR;2391.32393388411;3197.93429485614;4066.5478850455;2639.39165426614;3078.42998238219;3704.82497337081;4004.8043959692;4187.73984489895;3104.64320609541;2124.6623187838;2187.73050991433;2638.3260548504;3096.56169661923;3661.45620430228;3724.93843689756;
UMC;3675.67221430682;4534.39601341327;5493.67478565669;5245.50715199352;6324.49585950908;7567.42099529773;8035.98111800812;8559.85123956487;8754.5374570618;8155.88180217313;8053.16788417431;8846.47638579569;9468.93298334383;9572.87278662792;9177.89182714445;
URY;5887.84516224163;7026.50305539297;9091.0790391692;9451.93244869934;11992.0237658273;14236.7149957359;15171.5801734227;16973.6892364718;16831.9481943721;15613.7459681824;16715.6334746253;18690.8938401411;18703.8602924478;17688.01500769;15438.4116657291;
USA;46298.7314440927;47975.9676958038;48382.5584490552;47099.9804711343;48466.6576026922;49882.5581321495;51602.9310457907;53106.5367672165;55049.9883272312;56863.3714957652;58021.4004997125;60109.6557260477;63064.4184096731;65279.5290260953;63206.5210767941;
UZB;654.283837283285;830.407694204322;1082.28602501699;1213.26532816388;1742.34925645077;2051.12951516418;2267.62327535512;2419.71870345484;2628.46000757936;2753.97107219949;2704.67718798168;1916.76464246779;1597.0683366109;1784.00981608195;1750.69711321291;
VCT;5625.39943674729;6307.31361683479;6415.34330522439;6232.3716419549;6292.49885392505;6242.25296246715;6390.31063156115;6639.48489659198;6684.37754725737;6921.70247858157;7074.5487647385;7213.02585706279;7361.4009618002;7460.15336179271;7278.01629673695;
 RB;5504.97724046148;6833.37891180263;8454.46953571021;11432.7459247258;11765.0997566078;13825.3571160818;10955.5380141821;12986.2226921492;12457.7686017666;16055.6453173826;;;;;;
VGB;;;;;;;;;;;;;;;;
VIR;41377.1466009652;44158.5054044325;39152.3750657306;38753.1825393897;39905.1284180994;38997.1373164651;37795.3192590675;34597.9766940328;33045.3643795999;34007.3529411765;35324.9748874586;35365.0693039774;36448.2574929206;38136.6657604365;;
VNM;784.372375930354;906.284229938514;1149.42449524183;1217.26858325766;1317.89064625221;1525.11902548642;1735.15211600798;1886.69017002501;2030.27844673691;2085.10134910739;2192.17448247545;2365.52161506114;2566.4474870063;2715.27598010995;2785.72416087603;
VUT;2049.53280915594;2352.97325535727;2629.05312426194;2573.88901496178;2839.40634031798;3173.82202175008;2997.2934319817;2954.77451125652;2926.67995992932;2695.66618597973;2805.66532016404;3082.47508309466;3125.40499918952;3116.29775912529;2870.08930028914;
WLD;7853.92570365085;8740.77800714175;9482.23942342062;8886.69307462744;9607.32356807197;10518.8433456428;10623.3398753912;10792.7285322755;10958.0291008672;10223.2479292155;10266.023304894;10802.3218625711;11348.2486068606;11396.9884734635;10916.0808338546;
WSM;2796.60116889645;3133.67132669082;3378.9530287516;3168.22820660654;3566.42835995646;3932.10584711605;4020.95984437767;4037.81382905133;3937.18624604452;4071.92695930307;4109.66322774081;4258.97876710344;4187.50472923664;4322.86845664045;4067.84345873762;
XKX;;;2965.44991493706;2847.55533886408;3009.55933383867;3540.89178881291;3410.85977956608;3704.78422059665;3902.67601270818;3520.7664492744;3759.56024604446;4009.38098680368;4384.0488917319;4416.10835754636;4310.81118337317;
 Rep.;832.844198687909;921.418354862175;1017.29204849729;1229.24667476708;1116.08439603361;1334.78490225941;1374.62140060517;1446.53647172899;1607.15217325898;1674.00257166372;1601.83006281162;1152.7209657707;964.264810541189;758.145241569423;;
ZAF;6266.53398662041;6780.88455469658;6350.65270995806;6532.73696795513;8148.9612020223;8810.93065093576;8222.19727925886;7467.07918510394;6988.80873854682;6259.83968110571;5756.96574098804;6690.93984735096;7005.09541266022;6624.76186493309;5655.86765390396;
ZMB;1047.9188431217;1124.29058597692;1394.00049997193;1159.9074988341;1489.45908689417;1672.90753526193;1763.06944249903;1878.34681050661;1762.42781692474;1338.29092708188;1280.80654257604;1535.19657398198;1516.36837125728;1305.00103080403;985.132436038869;
ZWE;447.854739946441;431.787258728843;356.693234400305;771.599032295455;948.331481033457;1093.65340855817;1304.96801065699;1429.99846146678;1434.89627731806;1445.06970213198;1464.58895715841;1235.18903192064;1254.64226494434;1316.74065692871;1214.50982023534;
